Time,Winter,Spring,Summer,Fall,Outdoor Temp (°C),Humidity (%),Cloud Cover (%),Occupancy,Special Equipment [kW],Lighting [kW],HVAC [kW],Hour,DayOfWeek,Month,IsWeekend,IsHoliday,Use [kW],Season_Spring,Season_Summer,Season_Winter
1/3/2023 6:00,1,0,0,0,22.61838292,64.81255099,13.97292404,1,0.769848438,0.499753508,1.395913393,6,1,1,0,FALSE,2.601621752,FALSE,FALSE,TRUE
1/3/2023 7:00,1,0,0,0,-2.19934679,66.08747715,12.39419155,2,0.41807374,0.102495074,4.666025913,7,1,1,0,FALSE,4.834839062,FALSE,FALSE,TRUE
1/3/2023 8:00,1,0,0,0,18.16377322,60.80081822,32.77788206,3,0.884268899,1.023667753,2.655399458,8,1,1,0,FALSE,4.795036897,FALSE,FALSE,TRUE
1/3/2023 9:00,1,0,0,0,6.385924066,67.23156202,79.22762446,1,0.542876357,0.639452359,3.039044557,9,1,1,0,FALSE,4.264464667,FALSE,FALSE,TRUE
1/3/2023 10:00,1,0,0,0,16.73362517,87.32149991,91.66130162,1,0.07004163,0.645402839,2.297285699,10,1,1,0,FALSE,3.33204593,FALSE,FALSE,TRUE
1/3/2023 11:00,1,0,0,0,32.14261345,75.67785459,80.17161741,3,0.512807131,0.628809625,3.654521924,11,1,1,0,FALSE,5.825163633,FALSE,FALSE,TRUE
1/3/2023 12:00,1,0,0,0,6.537728935,44.01172102,37.93141241,1,0.036413682,0.513787807,2.567907737,12,1,1,0,FALSE,3.072129366,FALSE,FALSE,TRUE
1/3/2023 13:00,1,0,0,0,32.88040883,46.05172377,63.46728913,3,0.406105499,0.272397196,2.912673856,13,1,1,0,FALSE,4.376898043,FALSE,FALSE,TRUE
1/3/2023 14:00,1,0,0,0,33.39644933,40.78635907,13.57491739,1,0.765879198,0.540253638,2.26084619,14,1,1,0,FALSE,4.170951102,FALSE,FALSE,TRUE
1/3/2023 15:00,1,0,0,0,35.91082174,52.18029925,75.60532439,2,0.821093972,0.481765693,3.422633625,15,1,1,0,FALSE,5.198652838,FALSE,FALSE,TRUE
1/3/2023 16:00,1,0,0,0,-3.522080167,53.40453826,66.74381508,2,0.480888979,0.223283984,3.79562902,16,1,1,0,FALSE,4.737002118,FALSE,FALSE,TRUE
1/3/2023 17:00,1,0,0,0,-7.764387028,44.31735831,46.60480474,2,0.673331573,0.1932823,2.309039226,17,1,1,0,FALSE,3.037005807,FALSE,FALSE,TRUE
1/3/2023 18:00,1,0,0,0,24.46783361,81.38418524,75.55608811,1,0.438008724,0.277668643,1.137748338,18,1,1,0,FALSE,2.125598195,FALSE,FALSE,TRUE
1/3/2023 19:00,1,0,0,0,-5.318514707,81.96953833,70.76839604,1,0.447512799,0.178422404,2.040013952,19,1,1,0,FALSE,2.433159389,FALSE,FALSE,TRUE
1/3/2023 20:00,1,0,0,0,13.06250645,71.73547038,89.94896173,3,0.727712329,0.334646655,1.329350764,20,1,1,0,FALSE,2.605696897,FALSE,FALSE,TRUE
1/3/2023 21:00,1,0,0,0,38.03835622,78.73334635,49.33407581,3,0.663540177,0.457449667,1.649557115,21,1,1,0,FALSE,3.57154061,FALSE,FALSE,TRUE
1/3/2023 22:00,1,0,0,0,5.163363643,93.47976303,81.36517069,1,0.069086293,0.477750197,2.929057233,22,1,1,0,FALSE,3.749909132,FALSE,FALSE,TRUE
1/3/2023 23:00,1,0,0,0,5.629616976,53.98279775,61.88748785,1,0.304799265,0.665781768,1.687070065,23,1,1,0,FALSE,2.614396708,FALSE,FALSE,TRUE
1/4/2023 0:00,1,0,0,0,21.74518445,67.19476585,71.03631535,3,0.311615841,0.445841667,2.312536655,0,2,1,0,FALSE,3.600175245,FALSE,FALSE,TRUE
1/4/2023 1:00,1,0,0,0,42.24254823,64.59977846,14.75344933,3,0.979961016,0.84283386,4.093438448,1,2,1,0,FALSE,6.882259035,FALSE,FALSE,TRUE
1/4/2023 2:00,1,0,0,0,-2.708401271,89.33764072,33.99619998,3,0.725362552,0.51827315,3.55422451,2,2,1,0,FALSE,4.657048605,FALSE,FALSE,TRUE
1/4/2023 3:00,1,0,0,0,41.01871363,58.43948913,22.79386499,3,0.873775175,0.741649521,2.367649301,3,2,1,0,FALSE,4.691889726,FALSE,FALSE,TRUE
1/4/2023 4:00,1,0,0,0,24.56496315,62.44467111,11.95748838,3,0.102636914,1.031155829,3.308956513,4,2,1,0,FALSE,4.888379301,FALSE,FALSE,TRUE
1/4/2023 5:00,1,0,0,0,30.68235609,51.50730076,51.92063045,1,0.041008716,0.030726573,2.456749237,5,2,1,0,FALSE,3.307594272,FALSE,FALSE,TRUE
1/4/2023 6:00,1,0,0,0,1.07188201,41.89645299,14.88394705,1,0.496593796,0.75001316,3.646072569,6,2,1,0,FALSE,5.040826445,FALSE,FALSE,TRUE
1/4/2023 7:00,1,0,0,0,22.55792393,93.46765999,20.69313303,1,0.436068972,0.83406059,3.098411023,7,2,1,0,FALSE,4.600772608,FALSE,FALSE,TRUE
1/4/2023 8:00,1,0,0,0,-0.092114626,88.4041932,48.07493457,2,0.082543607,0.578763748,2.866615562,8,2,1,0,FALSE,3.333234646,FALSE,FALSE,TRUE
1/4/2023 9:00,1,0,0,0,16.7574315,87.86366779,57.50581518,2,0.537592101,0.353917815,1.968971109,9,2,1,0,FALSE,2.867120882,FALSE,FALSE,TRUE
1/4/2023 10:00,1,0,0,0,13.74382389,55.72433409,24.90851116,2,0.76087081,0.84590718,3.282303167,10,2,1,0,FALSE,5.242158937,FALSE,FALSE,TRUE
1/4/2023 11:00,1,0,0,0,30.34428688,48.14472245,13.14822565,2,0.151867133,1.033074434,1.768195849,11,2,1,0,FALSE,3.155560122,FALSE,FALSE,TRUE
1/4/2023 12:00,1,0,0,0,10.79882493,76.04062969,76.04269704,3,0.559986755,0.333202468,1.700348303,12,2,1,0,FALSE,2.681784003,FALSE,FALSE,TRUE
1/4/2023 13:00,1,0,0,0,-4.190797148,68.36160435,73.48500487,3,0.850155625,0.409752692,2.058016534,13,2,1,0,FALSE,3.371402791,FALSE,FALSE,TRUE
1/4/2023 14:00,1,0,0,0,40.16042879,54.71092493,23.7883177,1,0.721224089,0.306789846,1.978715891,14,2,1,0,FALSE,3.100031025,FALSE,FALSE,TRUE
1/4/2023 15:00,1,0,0,0,-0.605281076,86.55879505,73.02300962,3,0.880245407,0.082303329,1.310073208,15,2,1,0,FALSE,2.207097563,FALSE,FALSE,TRUE
1/4/2023 16:00,1,0,0,0,11.54080327,48.8241646,22.35507956,3,0.843074507,0.066402809,2.411420742,16,2,1,0,FALSE,3.353497209,FALSE,FALSE,TRUE
1/4/2023 17:00,1,0,0,0,18.53721633,89.33412776,62.57683628,2,0.318547093,0.22964843,1.543725734,17,2,1,0,FALSE,2.314105242,FALSE,FALSE,TRUE
1/4/2023 18:00,1,0,0,0,37.26841771,96.25542971,70.2004738,2,0.520784548,0.24758835,1.38701058,18,2,1,0,FALSE,2.288548119,FALSE,FALSE,TRUE
1/4/2023 19:00,1,0,0,0,-3.093941685,84.56071501,34.64395357,1,0.392888706,0.476959962,1.408108848,19,2,1,0,FALSE,2.254090634,FALSE,FALSE,TRUE
1/4/2023 20:00,1,0,0,0,26.5112289,80.33922626,26.51577648,2,0.10048328,0.310224313,1.845079258,20,2,1,0,FALSE,2.893470168,FALSE,FALSE,TRUE
1/4/2023 21:00,1,0,0,0,13.95878758,61.04996654,58.46834886,2,0.474241871,0.245759689,2.769666637,21,2,1,0,FALSE,3.793599743,FALSE,FALSE,TRUE
1/4/2023 22:00,1,0,0,0,32.15911217,50.13856494,3.774769127,1,0.427883903,0.17021076,3.03658696,22,2,1,0,FALSE,4.507289616,FALSE,FALSE,TRUE
1/4/2023 23:00,1,0,0,0,36.41160774,53.28803275,97.92653584,3,0.857489914,0.033378734,3.058968468,23,2,1,0,FALSE,4.401034631,FALSE,FALSE,TRUE
1/5/2023 0:00,1,0,0,0,2.796141307,60.93052895,5.48421625,3,0.08319031,0.453274836,2.091228236,0,3,1,0,FALSE,2.862884189,FALSE,FALSE,TRUE
1/5/2023 1:00,1,0,0,0,23.32111921,67.41788787,92.98241461,2,0.132367686,0.312381035,2.988858231,1,3,1,0,FALSE,3.712370393,FALSE,FALSE,TRUE
1/5/2023 2:00,1,0,0,0,18.71433748,94.5341108,99.25803357,3,0.582593075,0.035423797,3.035712551,2,3,1,0,FALSE,4.230502322,FALSE,FALSE,TRUE
1/5/2023 3:00,1,0,0,0,21.4644406,66.01634855,12.33464177,1,0.126487547,0.670516181,3.55506669,3,3,1,0,FALSE,5.121729261,FALSE,FALSE,TRUE
1/5/2023 4:00,1,0,0,0,35.61730044,94.5508478,55.93054213,3,0.957854838,0.733926803,4.798543346,4,3,1,0,FALSE,8.041283997,FALSE,FALSE,TRUE
1/5/2023 5:00,1,0,0,0,7.08963455,54.47963533,68.89977921,2,0.4922385,0.883392253,4.335323999,5,3,1,0,FALSE,6.024267284,FALSE,FALSE,TRUE
1/5/2023 6:00,1,0,0,0,7.251897161,88.80941735,80.408305,1,0.148784034,0.524767971,4.726332582,6,3,1,0,FALSE,5.387700184,FALSE,FALSE,TRUE
1/5/2023 7:00,1,0,0,0,28.57549674,78.21922178,4.783773863,2,0.051984376,1.256380279,1.629609189,7,3,1,0,FALSE,3.480252668,FALSE,FALSE,TRUE
1/5/2023 8:00,1,0,0,0,17.80684622,51.8124389,36.5645237,1,0.44529922,0.842069183,1.983811054,8,3,1,0,FALSE,3.403542675,FALSE,FALSE,TRUE
1/5/2023 9:00,1,0,0,0,22.69422028,47.62759937,21.79704616,3,0.825967696,1.21451242,2.173563399,9,3,1,0,FALSE,4.164224288,FALSE,FALSE,TRUE
1/5/2023 10:00,1,0,0,0,31.62622712,40.23361806,88.71051957,3,0.550176579,0.782166826,2.219051869,10,3,1,0,FALSE,4.25920758,FALSE,FALSE,TRUE
1/5/2023 11:00,1,0,0,0,11.0070189,60.34615594,97.20479404,2,0.838317739,0.508310989,3.602594163,11,3,1,0,FALSE,5.295995083,FALSE,FALSE,TRUE
1/5/2023 12:00,1,0,0,0,8.203418925,54.98350427,64.66215421,3,0.967652713,0.32883497,3.283740878,12,3,1,0,FALSE,4.624184524,FALSE,FALSE,TRUE
1/5/2023 13:00,1,0,0,0,13.11769438,96.70273605,62.39428904,1,0.010498751,0.703509396,2.303285833,13,3,1,0,FALSE,3.141883944,FALSE,FALSE,TRUE
1/5/2023 14:00,1,0,0,0,-6.688838483,84.60956818,45.21302282,3,0.856149849,0.150850172,3.954381886,14,3,1,0,FALSE,4.878014294,FALSE,FALSE,TRUE
1/5/2023 15:00,1,0,0,0,33.80114478,45.12730941,20.8174823,2,0.670354499,0.332503136,1.314799606,15,3,1,0,FALSE,2.516975106,FALSE,FALSE,TRUE
1/5/2023 16:00,1,0,0,0,11.79078408,83.29530355,20.13691407,1,0.507134099,0.258282654,2.444575833,16,3,1,0,FALSE,3.582943132,FALSE,FALSE,TRUE
1/5/2023 17:00,1,0,0,0,13.28021764,55.78320771,42.78717161,1,0.776605147,0.449156925,0.968089136,17,3,1,0,FALSE,2.087699355,FALSE,FALSE,TRUE
1/5/2023 18:00,1,0,0,0,32.08368274,87.69952643,14.30695385,2,0.08298063,0.25867071,1.810147904,18,3,1,0,FALSE,2.550756264,FALSE,FALSE,TRUE
1/5/2023 19:00,1,0,0,0,2.42284853,67.33454963,37.56292393,3,0.494096935,0.373202958,1.447830425,19,3,1,0,FALSE,2.525028711,FALSE,FALSE,TRUE
1/5/2023 20:00,1,0,0,0,-0.366532578,53.01914478,68.75548011,2,0.283853837,0.281131624,3.685469264,20,3,1,0,FALSE,4.377901414,FALSE,FALSE,TRUE
1/5/2023 21:00,1,0,0,0,38.39823143,90.38810719,88.34485354,1,0.79614487,0.27293638,1.429416234,21,3,1,0,FALSE,2.477457206,FALSE,FALSE,TRUE
1/5/2023 22:00,1,0,0,0,39.14690388,97.63506597,55.3606875,1,0.239432454,0.02069974,3.031963471,22,3,1,0,FALSE,4.103972842,FALSE,FALSE,TRUE
1/5/2023 23:00,1,0,0,0,32.50681125,69.3300679,53.84278923,1,0.196888285,0.563018769,1.722572688,23,3,1,0,FALSE,2.988646607,FALSE,FALSE,TRUE
1/6/2023 0:00,1,0,0,0,-0.294746167,64.56583974,19.27798825,2,0.401772496,0.555803257,3.063116608,0,4,1,0,FALSE,4.393385352,FALSE,FALSE,TRUE
1/6/2023 1:00,1,0,0,0,34.18406109,78.91028556,80.89834141,2,0.033811749,0.610645678,2.882116582,1,4,1,0,FALSE,3.958658941,FALSE,FALSE,TRUE
1/6/2023 2:00,1,0,0,0,39.65973725,54.63903756,58.65432345,2,0.553960434,0.257646997,2.847532762,2,4,1,0,FALSE,4.576994042,FALSE,FALSE,TRUE
1/6/2023 3:00,1,0,0,0,35.53159613,96.18903507,95.65454093,2,0.125608663,0.286367942,4.600638038,3,4,1,0,FALSE,6.159389626,FALSE,FALSE,TRUE
1/6/2023 4:00,1,0,0,0,12.44303145,78.52158566,64.88343526,3,0.55098726,1.009539457,1.572619169,4,4,1,0,FALSE,3.659467676,FALSE,FALSE,TRUE
1/6/2023 5:00,1,0,0,0,-3.303708749,84.19365642,59.5426754,3,0.881755547,0.655045058,4.600482044,5,4,1,0,FALSE,6.994842905,FALSE,FALSE,TRUE
1/6/2023 6:00,1,0,0,0,11.49471278,87.1757814,29.10318921,1,0.247123648,1.301046434,4.359045772,6,4,1,0,FALSE,6.310165874,FALSE,FALSE,TRUE
1/6/2023 7:00,1,0,0,0,-7.783687562,88.01872943,60.50402822,1,0.239553728,0.100131817,3.848861494,7,4,1,0,FALSE,4.247695044,FALSE,FALSE,TRUE
1/6/2023 8:00,1,0,0,0,18.48740905,84.83057075,66.65779711,3,0.513596689,0.711806014,3.077350218,8,4,1,0,FALSE,4.9973847,FALSE,FALSE,TRUE
1/6/2023 9:00,1,0,0,0,-7.425320741,56.93971003,29.04002067,2,0.361255827,1.124520521,4.387949943,9,4,1,0,FALSE,5.719689166,FALSE,FALSE,TRUE
1/6/2023 10:00,1,0,0,0,20.53417597,79.72030304,5.929955637,1,0.728505257,0.227947954,3.360246469,10,4,1,0,FALSE,4.938344205,FALSE,FALSE,TRUE
1/6/2023 11:00,1,0,0,0,14.93329677,76.47854243,68.5606821,3,0.907015638,0.4840003,2.118051901,11,4,1,0,FALSE,3.755812847,FALSE,FALSE,TRUE
1/6/2023 12:00,1,0,0,0,9.526147342,95.03526621,49.96370259,1,0.371704972,0.081492694,3.128223441,12,4,1,0,FALSE,3.765731019,FALSE,FALSE,TRUE
1/6/2023 13:00,1,0,0,0,7.309072297,84.65545625,39.02402621,3,0.714762391,0.631371393,1.855933386,13,4,1,0,FALSE,3.185432499,FALSE,FALSE,TRUE
1/6/2023 14:00,1,0,0,0,34.30135224,73.5666674,71.768967,2,0.244674531,0.108395333,3.326326998,14,4,1,0,FALSE,4.063410386,FALSE,FALSE,TRUE
1/6/2023 15:00,1,0,0,0,18.06449102,95.36696364,73.63503587,2,0.526273648,0.10876688,2.264807321,15,4,1,0,FALSE,2.920524747,FALSE,FALSE,TRUE
1/6/2023 16:00,1,0,0,0,6.657180304,91.7271228,32.41181853,3,0.818020386,0.280849149,1.946443355,16,4,1,0,FALSE,3.189855624,FALSE,FALSE,TRUE
1/6/2023 17:00,1,0,0,0,26.78051321,57.60445972,5.801751525,2,0.703120225,0.366871317,1.439810981,17,4,1,0,FALSE,2.651541987,FALSE,FALSE,TRUE
1/6/2023 18:00,1,0,0,0,22.58099948,95.45615351,20.61865538,1,0.120016825,0.481596731,1.659527535,18,4,1,0,FALSE,2.489099878,FALSE,FALSE,TRUE
1/6/2023 19:00,1,0,0,0,8.232174434,67.84695257,92.22901637,1,0.565040014,0.090726136,2.175563274,19,4,1,0,FALSE,2.904938635,FALSE,FALSE,TRUE
1/6/2023 20:00,1,0,0,0,42.40142218,56.48737441,29.41221866,3,0.209743089,0.011813498,2.85757564,20,4,1,0,FALSE,3.823791365,FALSE,FALSE,TRUE
1/6/2023 21:00,1,0,0,0,31.65538964,50.15666108,15.15857861,3,0.515494693,0.209567487,1.17952456,21,4,1,0,FALSE,2.396862747,FALSE,FALSE,TRUE
1/6/2023 22:00,1,0,0,0,27.24570821,81.08032144,87.29990738,1,0.786878988,0.512452845,1.110298867,22,4,1,0,FALSE,2.475412147,FALSE,FALSE,TRUE
1/6/2023 23:00,1,0,0,0,-3.059646614,78.65245206,3.863158794,3,0.084688683,0.580654272,4.479530619,23,4,1,0,FALSE,5.217291694,FALSE,FALSE,TRUE
1/7/2023 0:00,1,0,0,0,-0.889317383,75.92013965,80.76617395,3,0.040522946,0.34509879,4.37901629,0,5,1,1,FALSE,5.02007191,FALSE,FALSE,TRUE
1/7/2023 1:00,1,0,0,0,21.42579179,89.52916402,77.45881431,3,0.539836583,0.213191203,2.495852812,1,5,1,1,FALSE,3.858257533,FALSE,FALSE,TRUE
1/7/2023 2:00,1,0,0,0,38.65386706,98.95197705,56.62853862,3,0.975580088,0.648087198,3.87289268,2,5,1,1,FALSE,6.489759805,FALSE,FALSE,TRUE
1/7/2023 3:00,1,0,0,0,15.84831419,47.93705558,63.63452127,2,0.729409146,0.494567355,1.379986394,3,5,1,1,FALSE,2.664162353,FALSE,FALSE,TRUE
1/7/2023 4:00,1,0,0,0,-0.820242488,89.5942698,16.51797175,3,0.241616664,0.194221737,4.239702311,4,5,1,1,FALSE,4.503548233,FALSE,FALSE,TRUE
1/7/2023 5:00,1,0,0,0,19.35841808,83.1500179,56.65968095,1,0.708117366,0.343966168,2.984923389,5,5,1,1,FALSE,4.21025634,FALSE,FALSE,TRUE
